,County,Basin,GOM,DrillFor,Location,State/Province,Trajectory,Year,Month,US_PublishDate,Rig Count Value
UNITED STATES,CULBERSON,Permian,No,Oil,Land,TEXAS,Horizontal,2023,4,28-04-2023,7
UNITED STATES,FISHER,Permian,No,Oil,Land,TEXAS,Horizontal,2023,4,28-04-2023,2
UNITED STATES,GARZA,Permian,No,Oil,Land,TEXAS,Horizontal,2023,4,28-04-2023,1
UNITED STATES,GLASSCOCK,Permian,No,Oil,Land,TEXAS,Horizontal,2023,4,28-04-2023,8
UNITED STATES,HOWARD,Permian,No,Oil,Land,TEXAS,Horizontal,2023,4,28-04-2023,14
UNITED STATES,IRION,Permian,No,Oil,Land,TEXAS,Horizontal,2023,4,28-04-2023,3
UNITED STATES,LOVING,Permian,No,Oil,Land,TEXAS,Horizontal,2023,4,28-04-2023,26
UNITED STATES,MARTIN,Permian,No,Oil,Land,TEXAS,Horizontal,2023,4,28-04-2023,41
UNITED STATES,MIDLAND,Permian,No,Oil,Land,TEXAS,Horizontal,2023,4,28-04-2023,32
UNITED STATES,PECOS,Permian,No,Oil,Land,TEXAS,Horizontal,2023,4,28-04-2023,4
UNITED STATES,REAGAN,Permian,No,Oil,Land,TEXAS,Horizontal,2023,4,28-04-2023,10
UNITED STATES,REEVES,Permian,No,Oil,Land,TEXAS,Horizontal,2023,4,28-04-2023,44
UNITED STATES,UPTON,Permian,No,Oil,Land,TEXAS,Horizontal,2023,4,28-04-2023,18
UNITED STATES,WARD,Permian,No,Oil,Land,TEXAS,Horizontal,2023,4,28-04-2023,10
UNITED STATES,WINKLER,Permian,No,Oil,Land,TEXAS,Horizontal,2023,4,28-04-2023,4
UNITED STATES,YOAKUM,Permian,No,Oil,Land,TEXAS,Horizontal,2023,4,28-04-2023,4
UNITED STATES,CULBERSON,Permian,No,Gas,Land,TEXAS,Vertical,2023,4,28-04-2023,1
UNITED STATES,CRANE,Permian,No,Oil,Land,TEXAS,Vertical,2023,4,28-04-2023,1
UNITED STATES,DAWSON,Permian,No,Oil,Land,TEXAS,Vertical,2023,4,28-04-2023,1
UNITED STATES,FISHER,Permian,No,Oil,Land,TEXAS,Vertical,2023,4,28-04-2023,1
UNITED STATES,HOCKLEY,Permian,No,Oil,Land,TEXAS,Vertical,2023,4,28-04-2023,1
UNITED STATES,STONEWALL,Permian,No,Oil,Land,TEXAS,Vertical,2023,4,28-04-2023,2
UNITED STATES,WARD,Permian,No,Oil,Land,TEXAS,Vertical,2023,4,28-04-2023,2
UNITED STATES,WINKLER,Permian,No,Oil,Land,TEXAS,Vertical,2023,4,28-04-2023,1
UNITED STATES,BELMONT,Utica,No,Gas,Land,OHIO,Horizontal,2023,4,28-04-2023,2
UNITED STATES,CARROLL,Utica,No,Gas,Land,OHIO,Horizontal,2023,4,28-04-2023,2
UNITED STATES,COLUMBIANA,Utica,No,Gas,Land,OHIO,Horizontal,2023,4,28-04-2023,2
UNITED STATES,HARRISON,Utica,No,Gas,Land,OHIO,Horizontal,2023,4,28-04-2023,1
UNITED STATES,JEFFERSON,Utica,No,Gas,Land,OHIO,Horizontal,2023,4,28-04-2023,3
UNITED STATES,MONROE,Utica,No,Gas,Land,OHIO,Horizontal,2023,4,28-04-2023,1
UNITED STATES,FALLON,Williston,No,Oil,Land,MONTANA,Horizontal,2023,4,28-04-2023,1
UNITED STATES,DIVIDE,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2023,4,28-04-2023,1
UNITED STATES,DUNN,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2023,4,28-04-2023,11
UNITED STATES,MCKENZIE,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2023,4,28-04-2023,11
UNITED STATES,MOUNTRAIL,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2023,4,28-04-2023,9
UNITED STATES,WILLIAMS,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2023,4,28-04-2023,7
UNITED STATES,CARTER,Ardmore Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,JOHNSTON,Ardmore Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,COAL,Arkoma Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,TARRANT,Barnett,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,1
UNITED STATES,HASKELL,Barnett,No,Oil,Land,TEXAS,Vertical,2023,5,05-05-2023,1
UNITED STATES,GRADY,Cana Woodford,No,Oil,Land,OKLAHOMA,Directional,2023,5,05-05-2023,3
UNITED STATES,BLAINE,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,5
UNITED STATES,CADDO,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,2
UNITED STATES,CANADIAN,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,10
UNITED STATES,DEWEY,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,GRADY,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,4
UNITED STATES,CADDO,Cana Woodford,No,Oil,Land,OKLAHOMA,Vertical,2023,5,05-05-2023,1
UNITED STATES,ADAMS,DJ-Niobrara,No,Oil,Land,COLORADO,Horizontal,2023,5,05-05-2023,1
UNITED STATES,ARAPAHOE,DJ-Niobrara,No,Oil,Land,COLORADO,Horizontal,2023,5,05-05-2023,1
UNITED STATES,WELD,DJ-Niobrara,No,Oil,Land,COLORADO,Horizontal,2023,5,05-05-2023,13
UNITED STATES,LARAMIE,DJ-Niobrara,No,Oil,Land,WYOMING,Directional,2023,5,05-05-2023,1
UNITED STATES,LARAMIE,DJ-Niobrara,No,Oil,Land,WYOMING,Horizontal,2023,5,05-05-2023,1
UNITED STATES,WEBB,Eagle Ford,No,Oil,Land,TEXAS,Directional,2023,5,05-05-2023,1
UNITED STATES,WEBB,Eagle Ford,No,Gas,Land,TEXAS,Horizontal,2023,5,05-05-2023,6
UNITED STATES,ATASCOSA,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,2
UNITED STATES,DE WITT,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,7
UNITED STATES,DIMMIT,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,12
UNITED STATES,GONZALES,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,3
UNITED STATES,KARNES,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,13
UNITED STATES,LA SALLE,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,4
UNITED STATES,LIVE OAK,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,4
UNITED STATES,MCMULLEN,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,4
UNITED STATES,WEBB,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,4
UNITED STATES,ZAVALA,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,3
UNITED STATES,WEBB,Eagle Ford,No,Oil,Land,TEXAS,Vertical,2023,5,05-05-2023,1
UNITED STATES,CUSTER,Granite Wash,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,WHEELER,Granite Wash,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,1
UNITED STATES,BIENVILLE,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,BOSSIER,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2023,5,05-05-2023,4
UNITED STATES,CADDO,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2023,5,05-05-2023,9
UNITED STATES,DE SOTO,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2023,5,05-05-2023,12
UNITED STATES,NATCHITOCHES,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2023,5,05-05-2023,2
UNITED STATES,RED RIVER,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2023,5,05-05-2023,8
UNITED STATES,SABINE,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,HARRISON,Haynesville,No,Gas,Land,TEXAS,Horizontal,2023,5,05-05-2023,4
UNITED STATES,NACOGDOCHES,Haynesville,No,Gas,Land,TEXAS,Horizontal,2023,5,05-05-2023,2
UNITED STATES,PANOLA,Haynesville,No,Gas,Land,TEXAS,Horizontal,2023,5,05-05-2023,11
UNITED STATES,RUSK,Haynesville,No,Gas,Land,TEXAS,Horizontal,2023,5,05-05-2023,1
UNITED STATES,SABINE,Haynesville,No,Gas,Land,TEXAS,Horizontal,2023,5,05-05-2023,1
UNITED STATES,SAN AUGUSTINE,Haynesville,No,Gas,Land,TEXAS,Horizontal,2023,5,05-05-2023,4
UNITED STATES,SHELBY,Haynesville,No,Gas,Land,TEXAS,Horizontal,2023,5,05-05-2023,2
UNITED STATES,BRADFORD,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2023,5,05-05-2023,5
UNITED STATES,BUTLER,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,CAMERON,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,GREENE,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2023,5,05-05-2023,3
UNITED STATES,INDIANA,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,LYCOMING,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2023,5,05-05-2023,2
UNITED STATES,SUSQUEHANNA,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2023,5,05-05-2023,4
UNITED STATES,TIOGA,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2023,5,05-05-2023,2
UNITED STATES,WASHINGTON,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2023,5,05-05-2023,5
UNITED STATES,WESTMORELAND,Marcellus,No,Gas,Land,PENNSYLVANIA,Horizontal,2023,5,05-05-2023,2
UNITED STATES,HARRISON,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,LEWIS,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,MARSHALL,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2023,5,05-05-2023,6
UNITED STATES,MONONGALIA,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2023,5,05-05-2023,2
UNITED STATES,OHIO,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,TYLER,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2023,5,05-05-2023,4
UNITED STATES,WETZEL,Marcellus,No,Gas,Land,WEST VIRGINIA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,LOGAN,Mississippian,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,LAFOURCHE,Other,No,Oil,Inland Waters,LOUISIANA,Directional,2023,5,05-05-2023,1
UNITED STATES,JEFFERSON,Other,No,Gas,Inland Waters,LOUISIANA,Vertical,2023,5,05-05-2023,1
UNITED STATES,WASHINGTON,Other,No,Gas,Land,ALABAMA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,KENAI PENINSULA,Other,No,Oil,Land,ALASKA,Directional,2023,5,05-05-2023,1
UNITED STATES,NORTH SLOPE,Other,No,Oil,Land,ALASKA,Directional,2023,5,05-05-2023,4
UNITED STATES,NORTH SLOPE,Other,No,Oil,Land,ALASKA,Horizontal,2023,5,05-05-2023,3
UNITED STATES,LAKE,Other,No,Miscellaneous,Land,CALIFORNIA,Directional,2023,5,05-05-2023,1
UNITED STATES,LOS ANGELES,Other,No,Oil,Land,CALIFORNIA,Directional,2023,5,05-05-2023,1
UNITED STATES,KERN,Other,No,Oil,Land,CALIFORNIA,Vertical,2023,5,05-05-2023,1
UNITED STATES,GARFIELD,Other,No,Gas,Land,COLORADO,Directional,2023,5,05-05-2023,2
UNITED STATES,LA PLATA,Other,No,Gas,Land,COLORADO,Directional,2023,5,05-05-2023,1
UNITED STATES,ARCHULETA,Other,No,Gas,Land,COLORADO,Horizontal,2023,5,05-05-2023,1
UNITED STATES,HAWAII,Other,No,Miscellaneous,Land,HAWAII,Directional,2023,5,05-05-2023,1
UNITED STATES,LAFOURCHE,Other,No,Gas,Land,LOUISIANA,Directional,2023,5,05-05-2023,1
UNITED STATES,CALCASIEU,Other,No,Oil,Land,LOUISIANA,Directional,2023,5,05-05-2023,1
UNITED STATES,ASSUMPTION,Other,No,Oil,Land,LOUISIANA,Vertical,2023,5,05-05-2023,1
UNITED STATES,KALAMAZOO,Other,No,Oil,Land,MICHIGAN,Horizontal,2023,5,05-05-2023,1
UNITED STATES,PERSHING,Other,No,Miscellaneous,Land,NEVADA,Directional,2023,5,05-05-2023,1
UNITED STATES,RIO ARRIBA,Other,No,Gas,Land,NEW MEXICO,Horizontal,2023,5,05-05-2023,1
UNITED STATES,ELLIS,Other,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,4
UNITED STATES,GARVIN,Other,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,5
UNITED STATES,KINGFISHER,Other,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,5
UNITED STATES,LOVE,Other,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,MAJOR,Other,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,MCCLAIN,Other,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,2
UNITED STATES,STEPHENS,Other,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,05-05-2023,4
UNITED STATES,MAJOR,Other,No,Oil,Land,OKLAHOMA,Vertical,2023,5,05-05-2023,1
UNITED STATES,CHAMBERS,Other,No,Gas,Land,TEXAS,Directional,2023,5,05-05-2023,1
UNITED STATES,HIDALGO,Other,No,Gas,Land,TEXAS,Directional,2023,5,05-05-2023,1
UNITED STATES,CHAMBERS,Other,No,Oil,Land,TEXAS,Directional,2023,5,05-05-2023,1
UNITED STATES,HARDIN,Other,No,Oil,Land,TEXAS,Directional,2023,5,05-05-2023,1
UNITED STATES,KLEBERG,Other,No,Oil,Land,TEXAS,Directional,2023,5,05-05-2023,1
UNITED STATES,MATAGORDA,Other,No,Oil,Land,TEXAS,Directional,2023,5,05-05-2023,1
UNITED STATES,ANGELINA,Other,No,Gas,Land,TEXAS,Horizontal,2023,5,05-05-2023,4
UNITED STATES,LEON,Other,No,Gas,Land,TEXAS,Horizontal,2023,5,05-05-2023,1
UNITED STATES,ROBERTSON,Other,No,Gas,Land,TEXAS,Horizontal,2023,5,05-05-2023,2
UNITED STATES,SMITH,Other,No,Gas,Land,TEXAS,Horizontal,2023,5,05-05-2023,1
UNITED STATES,TYLER,Other,No,Gas,Land,TEXAS,Horizontal,2023,5,05-05-2023,1
UNITED STATES,UPSHUR,Other,No,Gas,Land,TEXAS,Horizontal,2023,5,05-05-2023,1
UNITED STATES,BURLESON,Other,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,2
UNITED STATES,LAVACA,Other,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,3
UNITED STATES,LIPSCOMB,Other,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,1
UNITED STATES,REFUGIO,Other,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,1
UNITED STATES,WASHINGTON,Other,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,1
UNITED STATES,BRAZORIA,Other,No,Gas,Land,TEXAS,Vertical,2023,5,05-05-2023,1
UNITED STATES,UINTAH,Other,No,Gas,Land,UTAH,Directional,2023,5,05-05-2023,4
UNITED STATES,UINTAH,Other,No,Gas,Land,UTAH,Horizontal,2023,5,05-05-2023,1
UNITED STATES,DUCHESNE,Other,No,Oil,Land,UTAH,Horizontal,2023,5,05-05-2023,6
UNITED STATES,UINTAH,Other,No,Oil,Land,UTAH,Horizontal,2023,5,05-05-2023,2
UNITED STATES,SUBLETTE,Other,No,Gas,Land,WYOMING,Directional,2023,5,05-05-2023,1
UNITED STATES,CONVERSE,Other,No,Gas,Land,WYOMING,Horizontal,2023,5,05-05-2023,1
UNITED STATES,SUBLETTE,Other,No,Gas,Land,WYOMING,Horizontal,2023,5,05-05-2023,1
UNITED STATES,SWEETWATER,Other,No,Gas,Land,WYOMING,Horizontal,2023,5,05-05-2023,1
UNITED STATES,CAMPBELL,Other,No,Oil,Land,WYOMING,Horizontal,2023,5,05-05-2023,7
UNITED STATES,CONVERSE,Other,No,Oil,Land,WYOMING,Horizontal,2023,5,05-05-2023,5
UNITED STATES,KENAI PENINSULA,Other,No,Gas,Offshore,ALASKA,Directional,2023,5,05-05-2023,1
UNITED STATES,ATWATER VALLEY,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2023,5,05-05-2023,1
UNITED STATES,EWING BANK,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2023,5,05-05-2023,1
UNITED STATES,GARDEN BANKS,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2023,5,05-05-2023,2
UNITED STATES,GREEN CANYON,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2023,5,05-05-2023,2
UNITED STATES,KEATHLEY CANYON,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2023,5,05-05-2023,2
UNITED STATES,MAIN PASS,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2023,5,05-05-2023,1
UNITED STATES,MISSISSIPPI CANYON,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2023,5,05-05-2023,5
UNITED STATES,WALKER RIDGE,Other,Yes,Oil,Offshore,LOUISIANA,Directional,2023,5,05-05-2023,1
UNITED STATES,VERMILION OFFSHORE,Other,Yes,Gas,Offshore,LOUISIANA,Vertical,2023,5,05-05-2023,1
UNITED STATES,VERMILION OFFSHORE,Other,Yes,Oil,Offshore,LOUISIANA,Vertical,2023,5,05-05-2023,1
UNITED STATES,WALKER RIDGE,Other,Yes,Oil,Offshore,LOUISIANA,Vertical,2023,5,05-05-2023,2
UNITED STATES,ALAMINOS CANYON,Other,Yes,Oil,Offshore,TEXAS,Directional,2023,5,05-05-2023,1
UNITED STATES,EDDY,Permian,No,Oil,Land,NEW MEXICO,Directional,2023,5,05-05-2023,1
UNITED STATES,EDDY,Permian,No,Gas,Land,NEW MEXICO,Horizontal,2023,5,05-05-2023,2
UNITED STATES,LEA,Permian,No,Gas,Land,NEW MEXICO,Horizontal,2023,5,05-05-2023,1
UNITED STATES,CHAVES,Permian,No,Oil,Land,NEW MEXICO,Horizontal,2023,5,05-05-2023,1
UNITED STATES,EDDY,Permian,No,Oil,Land,NEW MEXICO,Horizontal,2023,5,05-05-2023,53
UNITED STATES,LEA,Permian,No,Oil,Land,NEW MEXICO,Horizontal,2023,5,05-05-2023,47
UNITED STATES,LEA,Permian,No,Oil,Land,NEW MEXICO,Vertical,2023,5,05-05-2023,1
UNITED STATES,SCURRY,Permian,No,Oil,Land,TEXAS,Directional,2023,5,05-05-2023,1
UNITED STATES,WARD,Permian,No,Oil,Land,TEXAS,Directional,2023,5,05-05-2023,1
UNITED STATES,ANDREWS,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,12
UNITED STATES,BORDEN,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,4
UNITED STATES,CULBERSON,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,7
UNITED STATES,FISHER,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,1
UNITED STATES,GARZA,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,1
UNITED STATES,GLASSCOCK,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,6
UNITED STATES,HOWARD,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,13
UNITED STATES,IRION,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,4
UNITED STATES,LOVING,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,26
UNITED STATES,MARTIN,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,41
UNITED STATES,MIDLAND,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,32
UNITED STATES,PECOS,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,4
UNITED STATES,REAGAN,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,10
UNITED STATES,REEVES,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,44
UNITED STATES,STONEWALL,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,1
UNITED STATES,UPTON,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,17
UNITED STATES,WARD,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,11
UNITED STATES,WINKLER,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,2
UNITED STATES,YOAKUM,Permian,No,Oil,Land,TEXAS,Horizontal,2023,5,05-05-2023,4
UNITED STATES,CULBERSON,Permian,No,Gas,Land,TEXAS,Vertical,2023,5,05-05-2023,1
UNITED STATES,CRANE,Permian,No,Oil,Land,TEXAS,Vertical,2023,5,05-05-2023,1
UNITED STATES,DAWSON,Permian,No,Oil,Land,TEXAS,Vertical,2023,5,05-05-2023,1
UNITED STATES,FISHER,Permian,No,Oil,Land,TEXAS,Vertical,2023,5,05-05-2023,1
UNITED STATES,HOCKLEY,Permian,No,Oil,Land,TEXAS,Vertical,2023,5,05-05-2023,1
UNITED STATES,STONEWALL,Permian,No,Oil,Land,TEXAS,Vertical,2023,5,05-05-2023,2
UNITED STATES,WINKLER,Permian,No,Oil,Land,TEXAS,Vertical,2023,5,05-05-2023,1
UNITED STATES,BELMONT,Utica,No,Gas,Land,OHIO,Horizontal,2023,5,05-05-2023,2
UNITED STATES,CARROLL,Utica,No,Gas,Land,OHIO,Horizontal,2023,5,05-05-2023,2
UNITED STATES,COLUMBIANA,Utica,No,Gas,Land,OHIO,Horizontal,2023,5,05-05-2023,2
UNITED STATES,HARRISON,Utica,No,Gas,Land,OHIO,Horizontal,2023,5,05-05-2023,1
UNITED STATES,JEFFERSON,Utica,No,Gas,Land,OHIO,Horizontal,2023,5,05-05-2023,3
UNITED STATES,MONROE,Utica,No,Gas,Land,OHIO,Horizontal,2023,5,05-05-2023,1
UNITED STATES,FALLON,Williston,No,Oil,Land,MONTANA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,DIVIDE,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2023,5,05-05-2023,1
UNITED STATES,DUNN,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2023,5,05-05-2023,10
UNITED STATES,MCKENZIE,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2023,5,05-05-2023,11
UNITED STATES,MOUNTRAIL,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2023,5,05-05-2023,9
UNITED STATES,WILLIAMS,Williston,No,Oil,Land,NORTH DAKOTA,Horizontal,2023,5,05-05-2023,7
UNITED STATES,CARTER,Ardmore Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,12-05-2023,1
UNITED STATES,JOHNSTON,Ardmore Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,12-05-2023,1
UNITED STATES,COAL,Arkoma Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,12-05-2023,1
UNITED STATES,TARRANT,Barnett,No,Oil,Land,TEXAS,Horizontal,2023,5,12-05-2023,1
UNITED STATES,HASKELL,Barnett,No,Oil,Land,TEXAS,Vertical,2023,5,12-05-2023,1
UNITED STATES,GRADY,Cana Woodford,No,Oil,Land,OKLAHOMA,Directional,2023,5,12-05-2023,3
UNITED STATES,BLAINE,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,12-05-2023,5
UNITED STATES,CADDO,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,12-05-2023,2
UNITED STATES,CANADIAN,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,12-05-2023,9
UNITED STATES,DEWEY,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,12-05-2023,1
UNITED STATES,GRADY,Cana Woodford,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,12-05-2023,4
UNITED STATES,ADAMS,DJ-Niobrara,No,Oil,Land,COLORADO,Horizontal,2023,5,12-05-2023,1
UNITED STATES,ARAPAHOE,DJ-Niobrara,No,Oil,Land,COLORADO,Horizontal,2023,5,12-05-2023,1
UNITED STATES,WELD,DJ-Niobrara,No,Oil,Land,COLORADO,Horizontal,2023,5,12-05-2023,13
UNITED STATES,WASHINGTON,DJ-Niobrara,No,Oil,Land,COLORADO,Vertical,2023,5,12-05-2023,1
UNITED STATES,WEBB,Eagle Ford,No,Oil,Land,TEXAS,Directional,2023,5,12-05-2023,1
UNITED STATES,WEBB,Eagle Ford,No,Gas,Land,TEXAS,Horizontal,2023,5,12-05-2023,2
UNITED STATES,ATASCOSA,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,12-05-2023,1
UNITED STATES,DE WITT,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,12-05-2023,3
UNITED STATES,DIMMIT,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,12-05-2023,12
UNITED STATES,FRIO,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,12-05-2023,1
UNITED STATES,GONZALES,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,12-05-2023,7
UNITED STATES,KARNES,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,12-05-2023,10
UNITED STATES,LA SALLE,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,12-05-2023,5
UNITED STATES,LIVE OAK,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,12-05-2023,6
UNITED STATES,MCMULLEN,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,12-05-2023,5
UNITED STATES,WEBB,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,12-05-2023,6
UNITED STATES,ZAVALA,Eagle Ford,No,Oil,Land,TEXAS,Horizontal,2023,5,12-05-2023,3
UNITED STATES,CUSTER,Granite Wash,No,Oil,Land,OKLAHOMA,Horizontal,2023,5,12-05-2023,1
UNITED STATES,WHEELER,Granite Wash,No,Oil,Land,TEXAS,Horizontal,2023,5,12-05-2023,1
UNITED STATES,BIENVILLE,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2023,5,12-05-2023,1
UNITED STATES,BOSSIER,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2023,5,12-05-2023,2
UNITED STATES,CADDO,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2023,5,12-05-2023,8
UNITED STATES,DE SOTO,Haynesville,No,Gas,Land,LOUISIANA,Horizontal,2023,5,12-05-2023,8
